gene_set,cell_type,gene_symbol,pathway_level,pmids,reference_gene_set
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,COX5A,2,8638158,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,COX6A1,2,8638158,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,COX7A2,2,8638158,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,ATP5F1A,3,8065448,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,ATP5F1B,3,8065448,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,ATP5F1C,3,8065448,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,TFAM,2,9500544,REACTOME_MITOCHONDRIAL_BIOGENESIS
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,PPARGC1A,2,10412986,REACTOME_MITOCHONDRIAL_BIOGENESIS
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,NRF1,2,2166701,REACTOME_MITOCHONDRIAL_BIOGENESIS
IMMPRINT_PD1_SIGNALLING,pan,PDCD1,1,1396582,REACTOME_CO_INHIBITION_BY_PD_1
IMMPRINT_PD1_SIGNALLING,pan,PTPN11,2,11698646,REACTOME_CO_INHIBITION_BY_PD_1
IMMPRINT_PD1_SIGNALLING,pan,PTPN6,2,15240681,REACTOME_CO_INHIBITION_BY_PD_1
IMMPRINT_PD1_SIGNALLING,pan,CSK,2,15358536,REACTOME_CO_INHIBITION_BY_PD_1
IMMPRINT_PD1_SIGNALLING,pan,CD28,1,28280247,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY
IMMPRINT_PD1_SIGNALLING,pan,ZAP70,2,15358536,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY
IMMPRINT_PD1_SIGNALLING,pan,CD247,2,15358536,REACTOME_CO_INHIBITION_BY_PD_1
IMMPRINT_PD1_SIGNALLING,pan,PIK3CD,2,16227604,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY
IMMPRINT_PROLIFERATION,pan,MKI67,3,6339421,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,PCNA,2,102692,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,MCM2,2,7790346,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,MCM3,2,8838654,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,MCM5,2,8838654,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,MCM6,2,9305914,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,TOP2A,3,8657123,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,MYC,1,6606489,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CCNA2,2,1836977,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,CCNB1,2,2570636,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,CCND1,2,8491378,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
IMMPRINT_PROLIFERATION,pan,CCNE1,2,1388288,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CDK4,2,1423597,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CDK6,2,8114739,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
IMMPRINT_PROLIFERATION,pan,FOXM1,1,9108152,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,E2F1,1,1638634,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,AURKB,2,9450992,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,BUB1,2,9182760;12769845,
IMMPRINT_PROLIFERATION,pan,TYMS,3,7391086,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION
IMMPRINT_PROLIFERATION,pan,RRM2,3,3894352,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CDK1,2,3553962,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CDK2,2,1653904,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,CCNB2,2,7737117,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,PLK1,2,7790358,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,CDC20,2,9734353,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,AURKA,2,9606188,HALLMARK_E2F_TARGETS
IMMPRINT_PROLIFERATION,pan,TUBA1B,3,12058064,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_PROLIFERATION,pan,TUBB4B,3,12058064,REACTOME_MITOTIC_G2_G2_M_PHASES
IMMPRINT_REGULATORY_RESPONSE,pan,FOXP3,2,12522256;12612578,GOBP_REGULATORY_T_CELL_DIFFERENTIATION
IMMPRINT_REGULATORY_RESPONSE,pan,IKZF2,2,20181882,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,IKZF4,2,19696312,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,IL2RA,1,7636184,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,CTLA4,1,18845758,GOBP_REGULATORY_T_CELL_DIFFERENTIATION
IMMPRINT_REGULATORY_RESPONSE,pan,IL10,3,2531194,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,TGFB1,3,14676299,GOBP_REGULATORY_T_CELL_DIFFERENTIATION
IMMPRINT_REGULATORY_RESPONSE,pan,EBI3,3,18033300;17874423,
IMMPRINT_REGULATORY_RESPONSE,pan,LRRC32,3,19651619,GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION
IMMPRINT_REGULATORY_RESPONSE,pan,TNFRSF18,1,11869690,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,ENTPD1,3,17502665;17449799,
IMMPRINT_REGULATORY_RESPONSE,pan,NT5E,3,17502665,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_REGULATORY_RESPONSE,pan,TIGIT,1,24745333,GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION
IMMPRINT_REGULATORY_RESPONSE,pan,LAG3,1,15485628,GOBP_REGULATORY_T_CELL_DIFFERENTIATION
IMMPRINT_RLR_SIGNALLING,pan,DDX58,1,15208624;16625202,
IMMPRINT_RLR_SIGNALLING,pan,IFIH1,1,16625202,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,DHX58,1,16116171,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,MAVS,2,16125763,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,TBK1,2,12692549,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,IKBKE,2,12692549,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,IRF3,2,9463386,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,IRF7,2,15800576,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,NFKB1,2,2495183,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,RELA,2,2495183,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,TRAF3,2,16858409,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,IFNB1,3,15208624,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,IFNA1,3,16039576,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA
IMMPRINT_RLR_SIGNALLING,pan,CXCL10,3,24701034,
IMMPRINT_TCR_SIGNALLING,T cell,CD3D,1,6095101,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,CD3E,1,3012357,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,CD3G,1,2944745,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,CD247,1,3278377,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,LCK,2,1505025,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,FYN,2,1516132,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,ZAP70,2,1423621,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,LAT,2,9489702,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,LCP2,2,9665884,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,PLCG1,2,1712101,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,ITK,2,19425169,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,PRKCQ,2,10746729,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,CARD11,2,12154360,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,BCL10,2,25365219,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,MALT1,2,23727036,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,NFATC1,2,8202141,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,NFKB1,2,8383323,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,RELA,2,8383323,REACTOME_TCR_SIGNALING
IMMPRINT_TCR_SIGNALLING,T cell,VAV1,2,10077632,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING
IMMPRINT_TGFB_SIGNALLING,pan,TGFBR1,1,8242743,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,TGFBR2,1,1310899,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,TGFBR3,1,1657406,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,ACVR1B,1,8242742,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
IMMPRINT_TGFB_SIGNALLING,pan,ACVR2A,1,1646080,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
IMMPRINT_TGFB_SIGNALLING,pan,SMAD2,2,8752209,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SMAD3,2,9311995,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SMAD4,2,8893010,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SMAD6,2,9335505,REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS
IMMPRINT_TGFB_SIGNALLING,pan,SMAD7,2,9335507,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SKI,2,10485843,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SKIL,2,10531062,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,SERPINE1,3,9606191,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX
IMMPRINT_TGFB_SIGNALLING,pan,CCN2,3,9052988;12571253,
IMMPRINT_TGFB_SIGNALLING,pan,ZEB1,2,17615296;12743039,
IMMPRINT_TISSUE_RESIDENCY,pan,CXCR6,1,11238560;31558615,
IMMPRINT_TISSUE_RESIDENCY,pan,ITGAE,3,24162776;10352281,
IMMPRINT_TISSUE_RESIDENCY,pan,CD69,3,16525420;20463015,
IMMPRINT_TISSUE_RESIDENCY,pan,ITGA1,3,14975239;28214226,
IMMPRINT_TISSUE_RESIDENCY,pan,PRDM1,2,27102484;30899267,
IMMPRINT_TISSUE_RESIDENCY,pan,ZNF683,2,27102484;35389518,
IMMPRINT_TISSUE_RESIDENCY,pan,RUNX3,2,29211713;37269830,
IMMPRINT_TISSUE_RESIDENCY,pan,AHR,2,21999944;36640340,
IMMPRINT_TISSUE_RESIDENCY,pan,NOTCH1,1,27776108;31071093,
IMMPRINT_TISSUE_RESIDENCY,pan,RBPJ,2,27776108;31071093,
IMMPRINT_TLR_SIGNALLING,pan,TLR1,1,12077222,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR2,1,10549626,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR3,1,11607032,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR4,1,9851930,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR5,1,11323673,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR6,1,11431423,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR7,1,11812998,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR8,1,14976262,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TLR9,1,11130078,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,MYD88,2,9734363,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TICAM1,2,12539043,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TIRAP,2,11526399,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TICAM2,2,14519765,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,IRAK1,2,8599092,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,IRAK4,2,11923871,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TRAF6,2,8837778,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TBK1,2,15210742,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,IKBKE,2,15210742,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,IRF3,2,11698465,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,IRF7,2,15361868,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,NFKB1,2,9237759,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,RELA,2,9237759,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES
IMMPRINT_TLR_SIGNALLING,pan,TNF,3,10201887,
IMMPRINT_TLR_SIGNALLING,pan,IL6,3,10201887,
IMMPRINT_TLR_SIGNALLING,pan,IFNB1,3,12354379,
IMMPRINT_TLR_SIGNALLING,pan,CXCL10,3,12354379,
IMMPRINT_TNF_SIGNALLING,pan,TNFRSF1A,1,10626900,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,TNFRSF1B,1,10626900,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_TNF_SIGNALLING,pan,TRADD,2,7758105,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,TRAF2,2,8069916,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,TRAF5,2,11479302,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_TNF_SIGNALLING,pan,RIPK1,2,8612133,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,FADD,2,8565075,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,NFKB1,2,2494664,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_TNF_SIGNALLING,pan,RELA,2,2494664,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_TNF_SIGNALLING,pan,CHUK,2,9346484,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,IKBKB,2,9346485,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,IKBKG,2,9751060,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,CASP8,2,8681376,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,BIRC2,2,8548810,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,BIRC3,2,8548810,REACTOME_TNF_SIGNALING
IMMPRINT_TNF_SIGNALLING,pan,CCL2,3,18656701,
IMMPRINT_TNF_SIGNALLING,pan,VCAM1,3,7541294,
IMMPRINT_TNF_SIGNALLING,pan,CXCL8,3,8166294,
IMMPRINT_TNF_SIGNALLING,pan,IL6,3,8034659,
IMMPRINT_TYPE17_RESPONSE,pan,RORC,2,16990136,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,RORA,2,18164222,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,STAT3,2,17277312,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,IRF4,2,17676043,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,BATF,2,19578362,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,AHR,2,18362914;18607004,
IMMPRINT_TYPE17_RESPONSE,pan,IL17A,3,16200068,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
IMMPRINT_TYPE17_RESPONSE,pan,IL17F,3,16200070,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
IMMPRINT_TYPE17_RESPONSE,pan,IL22,3,16982811;15308104,
IMMPRINT_TYPE17_RESPONSE,pan,IL26,3,17676044;23055831,
IMMPRINT_TYPE17_RESPONSE,pan,IL21,3,17581589,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
IMMPRINT_TYPE17_RESPONSE,pan,IL23R,1,12023369,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,IL12RB1,1,12023369,GOBP_T_HELPER_17_CELL_DIFFERENTIATION
IMMPRINT_TYPE17_RESPONSE,pan,IL1R1,1,19362022,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
IMMPRINT_TYPE17_RESPONSE,pan,CCR6,1,17486092,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
IMMPRINT_TYPE1_RESPONSE,pan,TBX21,2,10761931,GOBP_T_HELPER_1_CELL_DIFFERENTIATION
IMMPRINT_TYPE1_RESPONSE,pan,STAT1,2,8608598,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,STAT4,2,8700209,GOBP_T_HELPER_1_CELL_DIFFERENTIATION
IMMPRINT_TYPE1_RESPONSE,pan,RUNX3,2,17195845,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,EOMES,2,14605368;16273099,
IMMPRINT_TYPE1_RESPONSE,pan,IFNG,3,2960769,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,TNF,3,6392892,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,LTA,3,6334807;19561618,
IMMPRINT_TYPE1_RESPONSE,pan,IL12RB1,1,8943050,HALLMARK_ALLOGRAFT_REJECTION
IMMPRINT_TYPE1_RESPONSE,pan,IL12RB2,1,9120388,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,IL18R1,1,9782125,GOBP_T_HELPER_1_CELL_DIFFERENTIATION
IMMPRINT_TYPE1_RESPONSE,pan,IL18RAP,1,9792649,GOBP_T_HELPER_1_CELL_DIFFERENTIATION
IMMPRINT_TYPE1_RESPONSE,pan,CXCR3,1,9419219,REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS
IMMPRINT_TYPE1_RESPONSE,pan,CCR5,1,9419219,HALLMARK_ALLOGRAFT_REJECTION
IMMPRINT_TYPE2_RESPONSE,pan,GATA3,2,9261181,GOBP_T_HELPER_2_CELL_DIFFERENTIATION
IMMPRINT_TYPE2_RESPONSE,pan,STAT6,2,8624821,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IRF4,2,11956291,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IL4,3,8384701,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IL5,3,2960769;2230651,
IMMPRINT_TYPE2_RESPONSE,pan,IL13,3,9768762,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IL9,3,7930607,GOBP_INTERLEUKIN_5_PRODUCTION
IMMPRINT_TYPE2_RESPONSE,pan,IL31,3,15184896;16461142,
IMMPRINT_TYPE2_RESPONSE,pan,IL4R,1,2805066,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IL13RA1,1,8552669,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_TYPE2_RESPONSE,pan,IL1RL1,1,9480988,GOBP_INTERLEUKIN_5_PRODUCTION
IMMPRINT_TYPE2_RESPONSE,pan,IL17RB,1,17562814,GOBP_INTERLEUKIN_5_PRODUCTION
IMMPRINT_TYPE2_RESPONSE,pan,CCR4,1,9820476;10050676,
IMMPRINT_TYPE2_RESPONSE,pan,CCR8,1,9820476;9670926,
IMMPRINT_TYPE2_RESPONSE,pan,PTGDR2,1,11208866;10518017,
IMMPRINT_WNT_SIGNALLING,pan,FZD1,1,8717036,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,FZD2,1,8717036,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,FZD7,1,8717036,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,LRP5,1,11336703,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,LRP6,1,11029007,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,DVL1,2,8288125,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,DVL2,2,8288125,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,DVL3,2,8288125,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,APC,2,8259518,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,AXIN1,2,9230313,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,AXIN2,2,11809808,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,CTNNB1,2,9065402,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,GSK3B,2,8666229,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,CSNK1A1,2,11955436,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,TCF7,2,10489374,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,TCF7L2,2,9065401,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,LEF1,2,8757136,REACTOME_SIGNALING_BY_WNT
IMMPRINT_WNT_SIGNALLING,pan,CCND1,3,10201372;10318916,
IMMPRINT_CSF2_SIGNALLING,pan,CSF2RA,1,2555171,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,CSF2RB,1,1702217,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,JAK2,2,8007942,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,STAT5A,2,11867689,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
IMMPRINT_CSF2_SIGNALLING,pan,STAT5B,2,11867689,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING
