gene_set,cell_type,gene_symbol,pathway_level,pmids,reference_gene_set
IMMPRINT_IL10_SIGNALLING,pan,TNIP3,2,17485448;18081698,
IMMPRINT_IL10_SIGNALLING,pan,IL1RN,3,8163946,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,IL12RB1,1,7911493,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,IL12RB2,1,8943050,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,JAK2,2,7528775,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,TYK2,2,7528775,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,STAT4,2,7638186,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,STAT3,2,7722452,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL12_SIGNALLING,pan,TBX21,2,10761931,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL12_SIGNALLING,pan,IFNG,3,1672545,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,pan,IL18R1,1,10925275,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL15_SIGNALLING,pan,IL15RA,1,8530383,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,IL2RB,1,8026467,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,IL2RG,1,8026467,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,JAK1,2,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,JAK3,2,7659163,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,STAT5A,2,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,STAT5B,2,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,BCL2,3,8617294,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL15_SIGNALLING,pan,MCL1,3,35351861;9062351,
IMMPRINT_IL15_SIGNALLING,pan,CISH,2,32531207,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL17_SIGNALLING,pan,IL17RA,1,16785495,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,pan,IL17RC,1,16785495,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,pan,TRAF3IP2,2,17035243,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,pan,TRAF6,2,10748240,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,pan,TRAF2,2,21822258,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,pan,TRAF5,2,21822258,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,pan,NFKBIZ,2,18362142;35537286,
IMMPRINT_IL17_SIGNALLING,pan,NFKB1,2,10228009,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,pan,RELA,2,10228009,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,pan,CEBPB,2,21085185;16798734,
IMMPRINT_IL17_SIGNALLING,pan,CXCL8,3,8676080,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,pan,IL6,3,8676080,HALLMARK_INFLAMMATORY_RESPONSE
IMMPRINT_IL17_SIGNALLING,pan,CSF3,3,8676080,HALLMARK_INFLAMMATORY_RESPONSE
IMMPRINT_IL17_SIGNALLING,pan,DEFB4A,3,21085185;15322213,
IMMPRINT_IL17_SIGNALLING,pan,S100A9,3,21085185;18684158,
IMMPRINT_IL18_SIGNALLING,pan,IL18R1,1,9325300,REACTOME_INTERLEUKIN_18_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,IL18RAP,1,9792649,REACTOME_INTERLEUKIN_18_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,MYD88,2,9697844,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,IRAK1,2,10190904,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,IRAK4,2,11960013,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,TRAF6,2,9514903,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,NFKB1,2,10925275,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,RELA,2,10925275,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,pan,PRKCD,2,17530707,
IMMPRINT_IL18_SIGNALLING,pan,IFNG,3,8766574,
IMMPRINT_IL1_SIGNALLING,pan,IL1R1,1,2530587,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,IL1RAP,1,9371760,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,MYD88,2,9697844,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,IRAK1,2,8599092,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,IRAK4,2,11960013,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,TRAF6,2,8837778,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,NFKB1,2,2494664,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,RELA,2,2494664,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,CHUK,2,9346484,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,IKBKB,2,9346241,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,IKBKG,2,9751060,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,pan,PTGS2,3,1694171;8132748,
IMMPRINT_IL21_SIGNALLING,pan,IL21R,1,11081504,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,IL2RG,1,11418623,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,JAK1,2,11418623,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,JAK3,2,7659163,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,STAT3,2,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,STAT1,2,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,STAT5A,2,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,STAT5B,2,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,pan,PRDM1,2,15494482,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
IMMPRINT_IL21_SIGNALLING,pan,BCL6,2,15494482,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
IMMPRINT_IL21_SIGNALLING,pan,GZMB,3,20977918,
IMMPRINT_IL23_SIGNALLING,pan,IL23R,1,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,IL12RB1,1,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,JAK2,2,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,TYK2,2,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,STAT3,2,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,STAT4,2,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,pan,RORC,2,18454151,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,pan,RORA,2,18164222,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,pan,AHR,2,18362914;19114668,
IMMPRINT_IL23_SIGNALLING,pan,BATF,2,19578362,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,pan,IL17A,3,17676044,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,pan,IL17F,3,17676044,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,pan,IL22,3,17676044;18978771,
IMMPRINT_IL2_SIGNALLING,pan,IL2RA,1,6090948,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,IL2RB,1,2785715,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,IL2RG,1,1631559,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,JAK1,2,7973659,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,JAK3,2,7659163,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,STAT5A,2,7719938,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,STAT5B,2,7719938,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,PIK3R1,2,1713578,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,pan,AKT1,2,9390691,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,pan,MTOR,2,10373522,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,pan,CISH,2,10514520,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL2_SIGNALLING,pan,SOCS3,2,10373548;16199887,
IMMPRINT_IL2_SIGNALLING,pan,BCL2,3,8617294,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,IL4R,1,2307934,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,IL13RA1,1,8910586,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,IL13RA2,1,8663118,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,IL2RG,1,8266078,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,JAK1,2,9045682,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,JAK2,2,9822675,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,JAK3,2,7659163,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,TYK2,2,9822675,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,STAT6,2,8085155,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,IRS2,2,7499365;7675087,
IMMPRINT_IL4_IL13_SIGNALLING,pan,SOCS1,2,10201892,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,pan,CCL26,3,11544308;16084752,
IMMPRINT_IL4_IL13_SIGNALLING,pan,CCL22,3,9794440,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,IL6R,1,3136546,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,IL6ST,1,2261637,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,JAK1,2,8272872,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,JAK2,2,8272873,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,TYK2,2,8272873,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,STAT3,2,8140422,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,STAT1,2,11104703,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,SOCS3,2,12754505,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,PTPN11,2,10777583,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,pan,MCL1,3,10602002;11175262,
IMMPRINT_IL6_SIGNALLING,pan,CRP,3,2472097,GOBP_ACUTE_PHASE_RESPONSE
IMMPRINT_IL6_SIGNALLING,pan,SAA1,3,2472097,GOBP_ACUTE_PHASE_RESPONSE
IMMPRINT_IL6_SIGNALLING,pan,FGB,3,2472097;8423785,
IMMPRINT_IL7_SIGNALLING,pan,IL7R,1,2317865,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,IL2RG,1,8266077,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,JAK1,2,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,JAK3,2,7659163,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,STAT5A,2,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,STAT5B,2,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,PIK3R1,2,8397227,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,pan,AKT1,2,18523275,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA
IMMPRINT_IL7_SIGNALLING,pan,BCL2,3,20465565,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA
IMMPRINT_MHC_CLASS_I,pan,HLA-A,3,3309677,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,HLA-B,3,1922337,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,HLA-C,3,6609813,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,HLA-E,3,3260916,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,HLA-F,3,1688605,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,HLA-G,3,3480534,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,B2M,3,2139497,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,TAP1,2,2259384,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,TAP2,2,1538751,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,TAPBP,2,8769474,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,CALR,2,8769474,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,CANX,2,1999467,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,PDIA3,2,9637923,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,PSMB8,2,8066463,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_MHC_CLASS_I,pan,PSMB9,2,7600282,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_MHC_CLASS_I,pan,PSMB10,2,8786291,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_MHC_CLASS_I,pan,ERAP1,2,12368856,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,pan,NLRC5,1,20639463,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_MHC_CLASS_II,pan,HLA-DRA,3,8316295,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DRB1,3,8316295,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DQA1,3,15020763,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DQB1,3,15020763,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DPA1,3,20356827,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DPB1,3,20356827,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DMA,2,8139690,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DMB,2,8139690,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DOA,2,9311912,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,HLA-DOB,2,9311912,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,CD74,2,2190094,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
IMMPRINT_MHC_CLASS_II,pan,CIITA,1,8402893,GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
IMMPRINT_MHC_CLASS_II,pan,RFX5,1,7744245,GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
IMMPRINT_MHC_CLASS_II,pan,RFXAP,1,9118943,GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
IMMPRINT_MHC_CLASS_II,pan,RFXANK,1,9806546,GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS
IMMPRINT_NLRP3_INFLAMMASOME,pan,NLRP3,1,11687797,REACTOME_THE_NLRP3_INFLAMMASOME
IMMPRINT_NLRP3_INFLAMMASOME,pan,PYCARD,2,11967258,REACTOME_THE_NLRP3_INFLAMMASOME
IMMPRINT_NLRP3_INFLAMMASOME,pan,CASP1,2,1574116,REACTOME_THE_NLRP3_INFLAMMASOME
IMMPRINT_NLRP3_INFLAMMASOME,pan,CASP4,2,25119034,REACTOME_PYROPTOSIS
IMMPRINT_NLRP3_INFLAMMASOME,pan,CASP5,2,25119034,REACTOME_PYROPTOSIS
IMMPRINT_NLRP3_INFLAMMASOME,pan,NEK7,2,26814970;26553871,
IMMPRINT_NLRP3_INFLAMMASOME,pan,GSDMD,3,26375003,REACTOME_PYROPTOSIS
IMMPRINT_NLRP3_INFLAMMASOME,pan,IL1B,3,1373520,REACTOME_PYROPTOSIS
IMMPRINT_NLRP3_INFLAMMASOME,pan,IL18,3,9121587,REACTOME_PYROPTOSIS
IMMPRINT_NLRP3_INFLAMMASOME,pan,TXNIP,1,20023662,REACTOME_THE_NLRP3_INFLAMMASOME
IMMPRINT_NLRP3_INFLAMMASOME,pan,P2RX7,1,16547218,REACTOME_THE_NLRP3_INFLAMMASOME
IMMPRINT_NOD_SIGNALLING,pan,NOD1,1,10329646,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,NOD2,1,11385576,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,RIPK2,2,11894098,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,NFKB1,2,2203532,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,RELA,2,2001591,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,CHUK,2,9252186,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,IKBKB,2,9346485,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,IKBKG,2,9657155,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,XIAP,2,19667203,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,BIRC2,2,19464198,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,BIRC3,2,19464198,REACTOME_NOD1_2_SIGNALING_PATHWAY
IMMPRINT_NOD_SIGNALLING,pan,CXCL8,3,15617523,
IMMPRINT_NOD_SIGNALLING,pan,CCL2,3,22590599,
IMMPRINT_NOD_SIGNALLING,pan,DEFB4A,3,16319062,
IMMPRINT_NOD_SIGNALLING,pan,IL6,3,16414084,
IMMPRINT_NOTCH_SIGNALLING,pan,NOTCH1,1,1831692,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,NOTCH2,1,16773578,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,NOTCH3,1,8878478,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,NOTCH4,1,8681805,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,RBPJ,2,8749394,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,HES1,3,7566092,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,HES5,3,10205173,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,HEY1,3,11095750,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,HEY2,3,11095750,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,MAML1,2,11101851,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,MAML2,2,12370315,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,ADAM10,2,19726682,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,ADAM17,2,10882063,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,PSEN1,2,10206645,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,PSEN2,2,10497236,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,NCSTN,2,10993067,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,POFUT1,2,12697902,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_NOTCH_SIGNALLING,pan,DTX1,2,9590294,REACTOME_SIGNALING_BY_NOTCH
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,NDUFA9,1,27595392,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,NDUFB8,1,27595392,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,NDUFS1,1,27595392,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,NDUFV1,1,27595392,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,SDHB,1,15989954,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,SDHC,1,15989954,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,SDHD,1,15989954,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,UQCRC1,2,9651245,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,UQCRC2,2,9651245,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,UQCRFS1,2,9651245,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,CYC1,2,9651245,HALLMARK_OXIDATIVE_PHOSPHORYLATION
IMMPRINT_OXIDATIVE_PHOSPHORYLATION,pan,COX4I1,2,8638158,HALLMARK_OXIDATIVE_PHOSPHORYLATION
